DIAS_COMPRANDO,DEVOLUCIONES,TRX_TV,TRX_TF,VALOR_TOTAL,CONTRI,TRX_CON_TR,TRX_CON_EFX,TRX_CON_OTB,FREC_DIARIA,GENERO,EDAD,SEGMENTO,TIENE_TR,SEGMENTO_RFM,NUM_CATEGORIAS,TRX_BLANDOS,TRX_HOME,TRX_PROPIAS,TRX_TERCERAS,TRX_ANTES_5PM,TRX_DESPUES_5PM,TRX_DSCTO,TRX_LUN_JUE,TRX_VIE_DOM,TRX_NAVIDAD,TRX_MAMA,TRX_PAPA,TRX_CYBERS,TRX_DDS,TRX_BTS,TRX_LIQ01,TRX_LIQ02,TRX_CUPONES,UNID_PROD,FR_TIENDA_FAVORITA,TIENDA_FAVORITA,DESV_TICKET,CATEGORIA_FAVORITA,CONTACTABILIDAD,CONSENTIMIENTO,PERIODO_RETENCION,CHURN,valor_total_discreto,devoluciones_discreto,Retencion_range,freq_trx_retencion,prom_valor_por_trx,prom_valor_retencion,var,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_CYBERS+TRX_BTS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ01,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_BTS,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_DDS,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_BTS,dummy_usan_dscto,discr_trx_dscto,discr_valor_total,discr_contri,sin_tda,devolvio,afiliado,trans_log,ticket_prom_log,suma_compras_log,consentimiento_nulo,edad_nulo,genero_nulo
6,0,0.0,1.0,391.339,140.0,0.0,0.1666,0.8335,45.16,F,53.0,PABLOMART,NO,R3. HABITUAL,2,1.3330000000000002,0.0,0.1666,1.0,0.0,1.0,0.3333,0.6665,0.3333,0.1666,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.5,1.3330000000000002,5.0,LOS OLIVOS,20.72,MUJER,SI,SI,271.0,0.0,alto,no_dev,270-297,0.02214,65.25,0.2407,0.2407,0.5,0.5,0.5,0.8335,0.3333,0.5,0.3333,0.3333,0.6665,0.5,0.3333,0.6665,0.5,0.5,0.5,0.3333,1,0-1,250-350,50-100,0,0,1,1.946,4.19,1.7919999999999998,0,0,0
1,0,0.0,1.0,202.71187,50.7,1.0,0.0,0.0,29.0,F,50.0,BRONZE,SI,R3. HABITUAL,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,SIN TDA,0.0,DEPORTES,SI,SI,0.0,0.0,up_int,no_dev,<27,0.0,202.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0-1,150-200,0-50,1,0,1,0.6934,5.316,0.6934,0,0,0
1,0,0.0,1.0,287.2034,160.2,0.0,0.0,1.0,173.0,F,55.0,PABLOMART,NO,R3. HABITUAL,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,MIRAFLORES,0.0,DECOHOGAR,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,287.2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,200-250,100-150,0,0,1,0.6934,5.664,0.6934,1,0,0
8,0,0.0,1.0,1035.1187,213.0,0.7,0.2,0.0,36.88,M,46.0,BRONZE,SI,R2. PREMIUM,5,3.0,0.0,1.0,1.9,0.2,0.8,0.3,0.0,1.0,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.9,3.0,0.0,SIN TDA,85.0,MUJER,SI,SI,295.0,0.0,muy_alto,no_dev,270-297,0.0339,103.5,0.3508,0.3508,0.7,0.6,0.7,0.7,0.4,0.6,0.5,0.5,0.5,0.6,0.4,0.5,0.7,0.7,0.7,0.5,1,0-1,650-900,150-200,1,0,1,2.398,4.65,2.398,0,0,0
2,0,0.0,1.0,304.0678,117.1,0.0,1.0,0.0,14.5,F,41.0,PABLOMART,NO,R3. HABITUAL,2,1.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,CARPA MAX COMAS,34.25,HOMBRE,NO,NO,29.0,0.0,alto,no_dev,27-54,0.069,152.0,5.242000000000001,5.242000000000001,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0,0,200-250,50-100,0,0,1,1.099,5.03,1.099,1,0,0
1,0,0.0,1.0,337.24576,0.0,0.0,0.0,0.0,123.0,,,,NO,R3. HABITUAL,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SIN TDA,0.0,OTROS,NO,NO,0.0,1.0,alto,no_dev,<27,0.0,337.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,200-250,-50-0,1,0,0,0.6934,5.824,0.6934,1,1,1
2,0,0.0,1.0,143.81355,65.44,0.0,1.0,0.0,1.0,F,51.0,PABLOMART,NO,R3. HABITUAL,2,1.5,0.0,1.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,PRIMAVERA,46.56,CALZADO,NO,NO,2.0,0.0,up_int,no_dev,<27,1.0,71.94,35.97,35.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,50-100,0-50,0,0,1,1.099,4.29,1.099,1,0,0
1,0,0.0,1.0,33.813559999999995,4.56,0.0,0.0,0.0,271.0,M,56.0,,NO,R5. NO FIEL,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SIN TDA,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,33.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,None,-50-0,1,0,1,0.6934,3.55,0.6934,1,0,0
2,0,0.0,1.0,65.805084,13.75,0.0,0.5,0.5,91.0,F,60.0,PABLOMART,NO,R4. OCASIONAL,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,SIN TDA,7.52,INFANTIL,NO,NO,182.0,0.0,bajo,no_dev,162-189,0.01099,32.9,0.1808,0.1808,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0,0,<50,-50-0,1,0,1,1.099,3.523,1.099,1,0,0
1,0,0.0,1.0,217.78813,53.44,1.0,0.0,0.0,254.0,F,53.0,,SI,R3. HABITUAL,2,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,SIN TDA,0.0,DEPORTES,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,217.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0-1,150-200,0-50,1,0,1,0.6934,5.3870000000000005,0.6934,1,0,0
4,0,0.0,1.0,348.4576,8.31,0.4,0.0,0.6,5.5,F,49.0,,SI,R3. HABITUAL,5,2.2,0.0,1.6,0.2,0.6,0.4,0.4,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,2.2,0.0,SIN TDA,26.02,HOMBRE,SI,NO,22.0,0.0,alto,no_dev,<27,0.2273,69.7,3.168,3.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,0.0,0.8,0.8,1,0-1,200-250,-50-0,1,0,1,1.7919999999999998,4.258,1.609,0,0,0
1,0,0.0,1.0,70.59322,28.95,1.0,0.0,0.0,273.0,,,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SALAVERRY,0.0,MUJER,NO,NO,0.0,0.0,bajo,no_dev,<27,0.0,70.56,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0-1,<50,-50-0,0,0,0,0.6934,4.27,0.6934,1,1,1
1,0,0.0,1.0,134.74576000000002,69.94,0.0,0.0,1.0,219.0,M,65.0,,NO,R4. OCASIONAL,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,MUJER,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,134.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,50-100,0-50,1,0,1,0.6934,4.91,0.6934,1,0,0
1,0,0.0,1.0,50.805084,13.21,0.0,1.0,0.0,206.0,F,50.0,,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,DEPORTES,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,50.8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,<50,-50-0,1,0,1,0.6934,3.947,0.6934,1,0,0
1,0,0.0,1.0,49.9,0.0,0.0,1.0,0.0,129.0,F,43.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PUCALLPA,0.0,ACCESORIOS,NO,NO,0.0,0.0,bajo,no_dev,<27,0.0,49.9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,None,-50-0,0,0,1,0.6934,3.93,0.6934,1,0,0
5,0,0.0,1.0,675.3983,225.8,0.8,0.0,0.0,54.6,F,45.0,BRONZE,SI,R3. HABITUAL,5,2.4,0.4,1.0,1.4,0.0,1.0,0.4,0.4,0.6,0.2,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.6,2.8,5.0,MINKA,93.56,MUJER,SI,SI,273.0,0.0,alto,no_dev,270-297,0.01831,135.1,0.4949,0.4949,0.8,0.6,0.4,0.2,0.6,0.4,0.6,0.4,0.2,0.2,0.4,0.4,0.4,0.6,0.6,0.6,1,0-1,550-650,150-200,0,0,1,1.7919999999999998,4.914,1.7919999999999998,0,0,0
1,0,0.0,1.0,25.29661,4.9,0.0,0.0,1.0,360.0,,,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,MIRAFLORES,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0-1,None,-50-0,0,0,0,0.6934,3.27,0.6934,1,1,1
1,0,0.0,1.0,59.23729,38.62,0.0,0.0,1.0,349.0,F,65.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,JIRON DE LA UNIÓN,0.0,HOMBRE,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,<50,-50-0,0,0,1,0.6934,4.098,0.6934,1,0,0
1,0,0.0,1.0,25.338984,5.83,0.0,1.0,0.0,311.0,F,89.0,,NO,R5. NO FIEL,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SIN TDA,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,25.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,-50-0,1,0,1,0.6934,3.2710000000000004,0.0,1,0,0
1,0,0.0,1.0,12.542372,2.99,0.0,0.0,0.0,115.0,M,75.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PIURA I,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,12.54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,None,-50-0,0,0,1,0.6934,2.605,0.6934,1,0,0
4,1,0.0,1.3330000000000002,120.42373,43.44,0.3333,0.0,0.0,24.75,F,60.0,PABLOMART,SI,R3. HABITUAL,2,1.6669999999999998,0.0,0.0,0.3333,0.0,1.3330000000000002,0.3333,0.0,1.3330000000000002,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,0.3333,1.3330000000000002,0.0,SIN TDA,44.4,BELLEZA,SI,SI,99.0,0.0,up_int,muy bajo,81-108,0.0404,30.11,0.3042,0.4055,0.3333,0.3333,0.6665,0.3333,0.6665,0.6665,0.6665,0.6665,0.3333,0.6665,0.6665,0.3333,0.3333,0.3333,0.3333,0.3333,1,0-1,50-100,-50-0,1,1,1,1.3869999999999998,3.717,1.3869999999999998,0,0,0
1,0,0.0,1.0,67.71186,13.7,0.0,0.0,1.0,3.0,F,99.0,,NO,R4. OCASIONAL,1,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,67.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,<50,-50-0,1,0,1,0.6934,4.23,0.6934,1,0,0
1,1,0.0,2.0,422.88135,0.0,0.0,0.0,1.0,356.0,M,47.0,,NO,R4. OCASIONAL,1,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,DECOHOGAR,NO,NO,0.0,1.0,alto,muy bajo,<27,0.0,211.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,250-350,-50-0,1,1,1,0.6934,6.05,0.6934,1,0,0
2,0,0.0,1.0,135.42372,77.0,0.0,0.0,1.0,95.0,F,67.0,PABLOMART,NO,R4. OCASIONAL,2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,16.95,MUJER,NO,NO,190.0,1.0,up_int,no_dev,189-216,0.01053,67.7,0.3564,0.3564,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0,0,50-100,0-50,1,0,1,1.099,4.23,1.099,1,0,0
1,0,0.0,1.0,143.98305,85.2,0.0,1.0,0.0,151.0,,,,NO,R4. OCASIONAL,1,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,ACCESORIOS,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,144.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,50-100,0-50,1,0,0,0.6934,4.977,0.6934,1,1,1
1,0,0.0,1.0,237.9661,102.06,1.0,0.0,0.0,0.0,M,60.0,PABLOMART,SI,R2. PREMIUM,2,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,JULIACA,0.0,HOMBRE,SI,SI,0.0,1.0,up_int,no_dev,<27,0.0,119.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0-1,150-200,50-100,0,0,1,1.099,4.79,1.099,0,0,0
1,0,0.0,1.0,126.99152,62.28,0.0,1.0,0.0,255.0,M,45.0,,NO,R4. OCASIONAL,1,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,127.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0-1,50-100,0-50,1,0,1,0.6934,4.85,0.6934,1,0,0
8,0,0.0,1.0,908.70337,383.2,0.0,0.4443,0.5557,37.12,F,64.0,PABLOMART,NO,R2. PREMIUM,3,2.2230000000000003,0.1111,0.3333,2.0,0.3333,0.6665,0.4443,0.6665,0.3333,0.1111,0.1111,0.0,0.4443,0.0,0.0,0.0,0.0,0.2222,2.334,6.0,PIURA I,51.34,MUJER,SI,NO,297.0,0.0,alto,no_dev,297-324,0.0303,100.94,0.3398,0.3398,0.5557,0.5557,0.6665,0.6665,0.4443,0.5557,0.5557,0.5557,0.5557,0.6665,0.5557,0.4443,0.6665,0.6665,0.5557,0.5557,1,0-1,650-900,250-350,0,0,1,2.303,4.625,1.946,1,0,0
2,0,0.0,1.0,42.228813,17.58,0.0,1.0,0.0,84.0,M,57.0,PABLOMART,SI,R4. OCASIONAL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,PLAZA LIMA NORTE,8.484,INFANTIL,SI,SI,168.0,0.0,bajo,no_dev,162-189,0.0119,21.11,0.1257,0.1257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,None,-50-0,0,0,1,1.099,3.096,1.099,0,0,0
5,0,0.0,1.0,1254.0695,455.2,0.8,0.2,0.0,66.6,M,63.0,BRONZE,SI,R2. PREMIUM,3,2.0,0.4,0.2,2.0,0.4,0.6,0.6,0.4,0.6,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.4,2.4,2.0,PUCALLPA,299.5,HOMBRE,SI,SI,333.0,0.0,muy_alto,no_dev,324-351,0.015015,250.9,0.7534,0.7534,0.6,0.8,0.6,0.6,0.4,0.8,0.2,0.4,0.4,0.8,0.4,0.4,0.8,0.6,0.8,0.4,1,0-1,650-900,350-450,0,0,1,1.7919999999999998,5.527,1.7919999999999998,0,0,0
2,0,0.0,1.0,70.59322,-0.36,0.0,1.0,0.0,31.0,F,46.0,PABLOMART,NO,R4. OCASIONAL,2,1.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,2.0,LOS OLIVOS,9.96,DEPORTES,NO,NO,62.0,0.0,bajo,no_dev,54-81,0.032260000000000004,35.28,0.5693,0.5693,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0,0,<50,-400--50,0,0,1,1.099,3.592,1.099,1,0,0
3,0,0.0,1.0,618.30505,150.0,0.0,1.0,0.0,42.34,M,43.0,,NO,R3. HABITUAL,1,3.334,0.0,2.0,3.334,0.6665,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,1.0,3.334,0.0,SIN TDA,104.75,HOMBRE,NO,NO,127.0,1.0,alto,no_dev,108-135,0.02362,206.1,1.6230000000000002,1.6230000000000002,0.3333,0.3333,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.3333,0,0,450-550,50-100,1,0,1,1.3869999999999998,5.332000000000002,0.6934,1,0,0
1,0,0.0,1.0,30.677965000000004,9.18,0.0,0.0,0.0,0.0,F,52.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,JIRON DE LA UNIÓN,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,15.336,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,None,-50-0,0,0,1,1.099,2.793,1.099,1,0,0
14,2,0.0,1.125,2272.5254,122.25,0.5,0.0625,0.25,22.56,F,43.0,BRONZE,SI,R1. ELITE,9,2.875,0.3125,1.0625,1.5625,0.4375,0.6875,0.375,0.3125,0.8125,0.1875,0.0625,0.125,0.1875,0.0,0.0,0.3125,0.0625,0.75,2.875,0.0,SIN TDA,270.0,MUJER,SI,SI,316.0,0.0,muy_alto,muy bajo,297-324,0.05698,126.25,0.3994,0.4495,0.5,0.4375,0.5625,0.75,0.375,0.5625,0.375,0.375,0.5625,0.5,0.3125,0.625,0.4375,0.4375,0.5,0.25,1,0-1,1700-2100,50-100,1,1,1,2.834,4.965,2.773,0,0,0
7,0,0.0,1.0,544.8475,28.98,1.0,0.0,0.0,39.12,M,50.0,PABLOMART,SI,R3. HABITUAL,7,2.715,0.0,0.5713,0.7144,0.0,1.0,0.5713,0.5713,0.4285,0.0,0.2856,0.2856,0.2856,0.1428,0.0,0.0,0.0,0.7144,2.715,4.0,CALLAO,74.0,BELLEZA,SI,SI,274.0,0.0,alto,no_dev,270-297,0.02554,77.8,0.2842,0.2842,0.5713,0.2856,0.857,0.5713,0.5713,0.5713,0.857,1.0,0.7144,0.5713,0.5713,0.7144,0.7144,0.5713,0.7144,0.7144,1,0-1,350-450,-50-0,0,0,1,2.08,4.367,2.08,0,0,0
2,0,0.0,1.0,277.88135,69.44,0.0,0.0,1.0,126.5,M,48.0,PABLOMART,NO,R3. HABITUAL,2,1.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,2.0,SAN ISIDRO,71.25,BELLEZA,NO,NO,253.0,0.0,up_int,no_dev,243-270,0.007904000000000001,139.0,0.5493,0.5493,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0,0,200-250,0-50,0,0,1,1.099,4.94,1.099,1,0,0
1,0,0.0,1.0,32.966103000000004,13.35,0.0,1.0,0.0,35.0,,,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,BELLEZA,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,32.97,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,None,-50-0,1,0,0,0.6934,3.525,0.6934,1,1,1
1,0,0.0,1.0,50.76271,24.42,0.0,0.0,0.0,270.0,F,51.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,JOCKEY PLAZA,0.0,MUJER,NO,NO,0.0,0.0,bajo,no_dev,<27,0.0,50.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,<50,-50-0,0,0,1,0.6934,3.947,0.6934,1,0,0
3,0,0.0,1.0,1138.2627,239.4,1.0,0.0,0.0,61.0,F,70.0,PABLOMART,SI,R2. PREMIUM,5,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.75,0.0,SIN TDA,131.8,DECOHOGAR,SI,SI,183.0,1.0,muy_alto,no_dev,162-189,0.02185,284.5,1.555,1.555,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.25,1,0-1,650-900,150-200,1,0,1,1.609,5.6560000000000015,1.099,0,0,0
2,0,0.0,1.0,16.77966,7.8,0.0,1.0,0.0,0.5,,,,NO,R4. OCASIONAL,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SIN TDA,0.0,DECOHOGAR,NO,NO,1.0,0.0,muy bajo,no_dev,<27,2.0,8.39,8.39,8.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,None,-50-0,1,0,0,1.099,2.24,1.099,1,1,1
