DIAS_COMPRANDO,DEVOLUCIONES,TRX_TV,TRX_TF,VALOR_TOTAL,CONTRI,TRX_CON_TR,TRX_CON_EFX,TRX_CON_OTB,FREC_DIARIA,GENERO,EDAD,SEGMENTO,TIENE_TR,SEGMENTO_RFM,NUM_CATEGORIAS,TRX_BLANDOS,TRX_HOME,TRX_PROPIAS,TRX_TERCERAS,TRX_ANTES_5PM,TRX_DESPUES_5PM,TRX_DSCTO,TRX_LUN_JUE,TRX_VIE_DOM,TRX_NAVIDAD,TRX_MAMA,TRX_PAPA,TRX_CYBERS,TRX_DDS,TRX_BTS,TRX_LIQ01,TRX_LIQ02,TRX_CUPONES,UNID_PROD,FR_TIENDA_FAVORITA,TIENDA_FAVORITA,DESV_TICKET,CATEGORIA_FAVORITA,CONTACTABILIDAD,CONSENTIMIENTO,PERIODO_RETENCION,CHURN,valor_total_discreto,devoluciones_discreto,Retencion_range,freq_trx_retencion,prom_valor_por_trx,prom_valor_retencion,var,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_CYBERS+TRX_BTS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ01,TRX_PAPA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_BTS,TRX_MAMA+TRX_PAPA+TRX_CYBERS+TRX_DDS,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_NAVIDAD+TRX_LIQ02,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_LIQ02,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_LIQ01,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_BTS+TRX_NAVIDAD,TRX_PAPA+TRX_CYBERS+TRX_DDS+TRX_NAVIDAD,TRX_MAMA+TRX_CYBERS+TRX_DDS+TRX_BTS,dummy_usan_dscto,discr_trx_dscto,discr_valor_total,discr_contri,sin_tda,devolvio,afiliado,trans_log,ticket_prom_log,suma_compras_log,consentimiento_nulo,edad_nulo,genero_nulo
1,0,0.0,1.0,196.54237,21.06,0.0,1.0,0.0,252.0,M,52.0,PABLOMART,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,INFANTIL,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,196.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0-1,100-150,-50-0,1,0,1,0.6934,5.285,0.6934,1,0,0
1,0,0.0,1.0,47.254234,9.04,1.0,0.0,0.0,228.0,F,59.0,PABLOMART,SI,R5. NO FIEL,2,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,AREQUIPA,0.0,HOMBRE,SI,NO,0.0,1.0,bajo,no_dev,<27,0.0,47.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0-1,None,-50-0,0,0,1,0.6934,3.877,0.6934,1,0,0
4,0,0.0,1.0,679.178,352.8,0.2,0.4,0.0,77.0,F,77.0,,SI,R2. PREMIUM,3,2.8,0.0,0.6,1.4,0.4,0.6,0.0,0.6,0.4,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.6,2.8,0.0,SIN TDA,109.4,BELLEZA,SI,SI,308.0,1.0,alto,no_dev,297-324,0.01624,135.9,0.441,0.441,0.6,0.2,0.6,0.2,0.6,0.6,0.6,1.0,0.6,0.2,0.2,1.0,0.6,0.2,1.0,0.6,0,0,550-650,250-350,1,0,1,1.7919999999999998,4.918,1.7919999999999998,0,0,0
2,1,0.0,1.3330000000000002,169.23729,18.81,0.0,0.3333,0.6665,78.0,F,69.0,PABLOMART,NO,R3. HABITUAL,2,0.3333,1.0,0.0,0.0,0.0,1.3330000000000002,0.0,0.3333,1.0,0.0,0.0,0.6665,0.0,0.0,0.0,0.3333,0.0,0.3333,1.0,3.0,SAN ISIDRO,16.95,DECOHOGAR,NO,NO,156.0,1.0,up_int,muy bajo,135-162,0.02563,42.3,0.2712,0.3616,0.6665,0.0,0.6665,0.3333,0.6665,0.6665,0.6665,0.6665,0.3333,0.0,0.0,1.0,0.0,0.0,0.6665,0.0,0,0,100-150,-50-0,0,1,1,1.3869999999999998,4.05,1.3869999999999998,1,0,0
1,0,0.0,1.0,76.01695,8.43,0.0,1.0,0.0,258.0,M,89.0,PABLOMART,NO,R5. NO FIEL,1,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,BRASIL (LA RAMBLA),0.0,BELLEZA,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,76.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,<50,-50-0,0,0,1,0.6934,4.3439999999999985,0.6934,1,0,0
13,1,0.2307,0.846,2885.2542,325.0,0.5386,0.0,0.4614,23.62,F,63.0,BRONZE,NO,R1. ELITE,8,1.308,0.769,0.4614,0.615,0.1538,0.923,0.3845,0.1538,0.923,0.2307,0.0,0.2307,0.2307,0.0769,0.0769,0.0769,0.0,0.3845,2.46,7.0,CHORRILLOS,213.9,MUJER,SI,SI,307.0,0.0,muy_alto,muy bajo,297-324,0.0456,206.1,0.6714,0.723,0.769,0.5386,0.6924,0.5386,0.5386,0.6924,0.5386,0.5386,0.3845,0.4614,0.3076,0.615,0.5386,0.5386,0.769,0.3845,1,0-1,2100-2800,200-250,0,1,1,2.639,5.4060000000000015,2.564,0,0,0
2,0,0.0,1.0,183.73729,74.4,0.0,1.0,0.0,47.5,,,,NO,R4. OCASIONAL,3,2.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,SIN TDA,8.055,ACCESORIOS,NO,NO,95.0,0.0,up_int,no_dev,81-108,0.02106,91.9,0.967,0.967,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1,0-1,100-150,0-50,1,0,0,1.099,4.53,1.099,1,1,1
11,1,0.0,1.071,3508.2034,641.0,0.7144,0.1428,0.0,22.45,F,44.0,SILVER,SI,R1. ELITE,9,4.355,0.1428,1.5,2.428,0.2856,0.7856,0.643,0.7144,0.3572,0.5,0.0,0.2142,0.0,0.0,0.1428,0.0,0.1428,0.4285,4.57,13.0,PIURA II,167.4,INFANTIL,SI,NO,247.0,0.0,muy_alto,muy bajo,243-270,0.060729999999999985,233.9,0.947,1.015,0.857,0.7856,0.7144,0.5,0.5,0.857,0.3572,0.2142,0.0,0.643,0.2856,0.2142,0.5,0.643,0.7144,0.1428,1,0-1,2800-3500,450-550,0,1,1,2.709,5.527,2.709,1,0,0
1,0,0.0,1.0,67.754234,39.03,0.0,0.0,1.0,272.0,M,78.0,,NO,R5. NO FIEL,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,CALZADO,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,67.75,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,<50,-50-0,1,0,1,0.6934,4.23,0.6934,1,0,0
8,0,0.0,1.0,7503.305,1262.0,0.0,1.0,0.0,14.13,M,61.0,BRONZE,NO,R1. ELITE,2,0.0,1.909,0.0,0.0,0.3635,0.636,0.0909,0.636,0.3635,0.2727,0.0,0.0,0.2727,0.0,0.0,0.2727,0.0,0.0,2.363,11.0,JULIACA,437.5,DECOHOGAR,NO,NO,113.0,1.0,muy_alto,no_dev,108-135,0.09735,682.0,6.035,6.035,0.5454,0.5454,0.5454,0.8184,0.2727,0.5454,0.2727,0.2727,0.5454,0.5454,0.2727,0.5454,0.5454,0.5454,0.5454,0.2727,1,0-1,2800-3500,650-900,0,0,1,2.484,6.527,2.303,1,0,0
1,0,0.0,1.0,67.62711999999999,12.88,0.0,0.0,1.0,31.0,M,52.0,PABLOMART,NO,R4. OCASIONAL,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,HUANCAYO,0.0,ELECTROHOGAR,NO,NO,0.0,0.0,bajo,no_dev,<27,0.0,67.6,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,<50,-50-0,0,0,1,0.6934,4.23,0.6934,1,0,0
1,0,0.0,1.0,33.728813,17.81,0.0,1.0,0.0,216.0,M,58.0,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,ICA,0.0,MUJER,NO,NO,0.0,1.0,muy bajo,no_dev,<27,0.0,33.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,None,-50-0,0,0,1,0.6934,3.547,0.6934,1,0,0
2,0,0.0,1.0,558.47455,240.2,0.0,1.0,0.0,1.5,F,69.0,PABLOMART,NO,R2. PREMIUM,2,3.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,SAN BORJA,270.8,DEPORTES,NO,NO,3.0,1.0,alto,no_dev,<27,0.6665,279.2,93.06,93.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,450-550,150-200,0,0,1,1.099,5.6370000000000005,1.099,1,0,0
1,0,0.0,1.0,10.127118,0.51,0.0,1.0,0.0,282.0,F,54.0,PABLOMART,NO,R5. NO FIEL,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,DECOHOGAR,NO,NO,0.0,0.0,muy bajo,no_dev,<27,0.0,10.125,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,None,-50-0,1,0,1,0.6934,2.41,0.6934,1,0,0
2,0,0.0,1.0,888.81354,-236.4,0.5,0.5,0.0,22.0,F,51.0,,NO,R3. HABITUAL,3,2.0,0.5,0.5,1.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.5,0.0,SIN TDA,427.5,CALZADO,SI,SI,44.0,1.0,alto,no_dev,27-54,0.04544,444.5,10.1,10.1,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1,0-1,550-650,-1000--400,1,0,1,1.099,6.098,1.099,0,0,0
1,0,0.0,1.0,135.50847,74.06,0.0,0.0,1.0,48.0,M,41.0,PABLOMART,NO,R3. HABITUAL,1,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,INFANTIL,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,135.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,50-100,0-50,1,0,1,0.6934,4.918,0.6934,1,0,0
1,0,0.0,1.0,84.15254,9.52,0.0,0.0,1.0,139.0,F,83.0,PABLOMART,NO,R4. OCASIONAL,1,4.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,SAN ISIDRO,0.0,MUJER,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,84.1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0-1,<50,-50-0,0,0,1,0.6934,4.445,0.6934,1,0,0
6,0,0.0,1.0,405.50845,-24.52,0.0,0.0,0.8887,34.66,F,56.0,PABLOMART,NO,R2. PREMIUM,4,2.555,0.2222,0.5557,1.889,0.5557,0.4443,0.2222,0.4443,0.5557,0.0,0.0,0.0,0.778,0.1111,0.1111,0.0,0.0,0.1111,2.777,8.0,JULIACA,47.56,MUJER,SI,SI,208.0,0.0,alto,no_dev,189-216,0.04327,45.06,0.2167,0.2167,0.8887,0.8887,0.778,0.778,0.8887,0.778,0.8887,0.8887,0.8887,0.778,0.8887,0.8887,0.8887,0.8887,0.8887,1.0,1,0-1,250-350,-400--50,0,0,1,2.303,3.83,2.303,0,0,0
2,0,0.0,1.0,126.04237,66.2,0.0,1.0,0.0,37.0,F,65.0,PABLOMART,NO,R4. OCASIONAL,2,1.3330000000000002,0.0,0.0,1.3330000000000002,0.0,1.0,0.3333,1.0,0.0,0.6665,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.6665,1.3330000000000002,0.0,SIN TDA,18.86,MUJER,NO,NO,74.0,0.0,up_int,no_dev,54-81,0.04053,42.0,0.568,0.568,1.0,1.0,0.6665,0.6665,0.3333,0.6665,0.3333,0.0,0.0,0.6665,0.3333,0.0,0.6665,1.0,0.6665,0.3333,1,0-1,50-100,0-50,1,0,1,1.3869999999999998,3.762,1.3869999999999998,1,0,0
1,0,0.0,1.0,211.01695,-69.0,0.0,1.0,0.0,328.0,F,41.0,PABLOMART,NO,R3. HABITUAL,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,ELECTROHOGAR,NO,NO,0.0,0.0,up_int,no_dev,<27,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,150-200,-1000--400,1,0,1,0.6934,5.355,0.0,1,0,0
1,0,0.0,1.0,83.89831,18.31,0.0,1.0,0.0,16.0,M,66.0,PABLOMART,SI,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,CHORRILLOS,0.0,DEPORTES,NO,NO,0.0,0.0,low_int,no_dev,<27,0.0,83.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,<50,-50-0,0,0,1,0.6934,4.44,0.6934,1,0,0
2,1,0.0,1.5,264.49152000000004,77.9,0.0,0.5,0.5,84.0,M,43.0,,NO,R4. OCASIONAL,3,3.5,0.0,0.0,2.5,0.0,1.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,2.0,0.0,SIN TDA,64.56,AUTOLIQUIDABLES,NO,NO,168.0,0.0,up_int,muy bajo,162-189,0.01785,88.2,0.525,0.787,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1,0-1,200-250,0-50,1,1,1,1.099,4.89,1.099,1,0,0
1,0,0.0,1.0,40.533897,4.96,0.0,1.0,0.0,187.0,M,72.0,PABLOMART,NO,R5. NO FIEL,1,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,PLAZA LIMA NORTE,0.0,INFANTIL,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,40.53,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,None,-50-0,0,0,1,0.6934,3.727,0.6934,1,0,0
1,0,0.0,1.0,284.4915200000001,68.5,1.0,0.0,0.0,306.0,F,60.0,PABLOMART,NO,R3. HABITUAL,1,4.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,SAN ISIDRO,0.0,MUJER,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,284.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0-1,200-250,0-50,0,0,1,0.6934,5.652,0.0,1,0,0
1,0,0.0,1.0,114.144066,50.78,0.0,0.0,1.0,0.0,F,51.0,,SI,R3. HABITUAL,2,4.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,SIN TDA,0.0,HOMBRE,SI,NO,0.0,1.0,low_int,no_dev,<27,0.0,57.06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0-1,50-100,0-50,1,0,1,1.099,4.062,1.099,1,0,0
2,0,0.0,1.0,73.50846999999997,0.47,0.0,1.0,0.0,14.0,M,47.0,PABLOMART,NO,R4. OCASIONAL,2,3.0,0.0,3.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,SIN TDA,5.58,CALZADO,NO,NO,28.0,0.0,bajo,no_dev,27-54,0.0714,36.75,1.3125,1.3125,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0,0,<50,-50-0,1,0,1,1.099,3.63,1.099,1,0,0
1,0,0.0,1.0,59.23729,23.23,0.0,1.0,0.0,241.0,M,60.0,,NO,R5. NO FIEL,1,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,SIN TDA,0.0,HOMBRE,NO,NO,0.0,1.0,bajo,no_dev,<27,0.0,59.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0-1,<50,-50-0,1,0,1,0.6934,4.098,0.6934,1,0,0
1,1,0.0,0.0,0.0,3.62,0.0,0.0,0.0,0.0,F,59.0,,NO,R4. OCASIONAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIN TDA,0.0,,NO,NO,0.0,1.0,muy bajo,muy bajo,<27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,None,-50-0,1,1,1,0.0,0.0,0.0,1,0,0
2,0,0.0,1.0,60.872883,1.24,0.0,1.0,0.0,37.0,F,71.0,PABLOMART,NO,R4. OCASIONAL,2,1.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,CHORRILLOS,5.098,CALZADO,NO,NO,74.0,1.0,bajo,no_dev,54-81,0.02702,30.44,0.4114,0.4114,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1,0-1,<50,-50-0,0,0,1,1.099,3.447,1.099,1,0,0
1,0,0.0,1.0,42.288136,26.48,0.0,1.0,0.0,80.0,F,68.0,PABLOMART,NO,R4. OCASIONAL,1,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,SALAVERRY,0.0,BELLEZA,NO,NO,0.0,0.0,bajo,no_dev,<27,0.0,42.28,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0-1,None,-50-0,0,0,1,0.6934,3.768,0.6934,1,0,0
1,0,0.0,1.0,93.17796,49.5,0.0,0.0,1.0,88.0,,,,NO,R4. OCASIONAL,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,MUJER,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,93.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,<50,-50-0,1,0,0,0.6934,4.547,0.6934,1,1,1
1,0,0.0,1.0,83.89831,16.78,0.0,1.0,0.0,233.0,M,55.0,PABLOMART,NO,R5. NO FIEL,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,PIURA II,0.0,BELLEZA,NO,NO,0.0,1.0,low_int,no_dev,<27,0.0,83.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,<50,-50-0,0,0,1,0.6934,4.44,0.6934,1,0,0
2,0,0.0,1.0,158.38983000000005,46.88,1.0,0.0,0.0,21.0,F,43.0,PABLOMART,SI,R4. OCASIONAL,3,2.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,2.0,2.0,JULIACA,62.4,ACCESORIOS,SI,SI,42.0,0.0,up_int,no_dev,27-54,0.0476,79.2,1.886,1.886,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1,0-1,100-150,-50-0,0,0,1,1.099,4.383,1.099,0,0,0
10,0,0.0,1.0,2919.212,888.0,0.6665,0.0,0.3333,28.1,M,48.0,BRONZE,SI,R1. ELITE,7,1.6669999999999998,0.5329999999999999,0.2666,1.4,0.0,1.0,0.5329999999999999,0.1333,0.8667,0.0,0.2,0.1333,0.2666,0.3333,0.0,0.06665,0.0,1.0,2.2,0.0,SIN TDA,97.6,INFANTIL,SI,NO,281.0,0.0,muy_alto,no_dev,270-297,0.05338,194.6,0.6924,0.6924,0.4,0.2666,0.6,0.5329999999999999,0.4,0.4,0.6,0.933,0.8667,0.4666,0.4666,0.8,0.8,0.4666,0.7334,0.8,1,0-1,2100-2800,550-650,1,0,1,2.773,5.277,2.773,0,0,0
9,0,0.0,1.0,3792.4746,225.2,0.5,0.5,0.0,30.44,M,52.0,PABLOMART,NO,R1. ELITE,8,3.0,0.6,1.7,0.8,0.1,0.9,0.6,0.3,0.7,0.3,0.0,0.3,0.0,0.1,0.1,0.1,0.0,0.9,3.6,0.0,SIN TDA,864.5,DEPORTES,SI,SI,274.0,0.0,muy_alto,no_dev,270-297,0.0365,379.2,1.384,1.384,0.7,0.4,0.6,0.4,0.4,0.6,0.4,0.4,0.2,0.3,0.1,0.5,0.4,0.4,0.7,0.2,1,0-1,2800-3500,150-200,1,0,1,2.398,5.94,2.303,0,0,0
3,0,0.0,1.0,126.77966,78.25,0.0,0.0,1.0,37.0,M,56.0,PABLOMART,NO,R4. OCASIONAL,2,1.3330000000000002,0.0,0.3333,1.0,0.3333,0.6665,0.0,0.6665,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,1.3330000000000002,2.0,MIRAFLORES,13.805,HOMBRE,NO,NO,111.0,1.0,up_int,no_dev,108-135,0.02702,42.25,0.3806,0.3806,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.6665,0.0,0.0,0.6665,0.3333,0.0,0.3333,0.3333,0,0,50-100,0-50,0,0,1,1.3869999999999998,3.768,1.099,1,0,0
3,1,0.0,1.3330000000000002,72.67796,21.02,0.0,0.6665,0.0,70.3,F,48.0,PABLOMART,NO,R3. HABITUAL,2,1.6669999999999998,0.0,0.0,1.6669999999999998,0.0,1.3330000000000002,0.0,0.6665,0.6665,0.3333,0.0,0.0,0.6665,0.0,0.0,0.0,0.0,0.6665,1.3330000000000002,0.0,SIN TDA,7.086,HOMBRE,NO,NO,211.0,0.0,bajo,muy bajo,189-216,0.01895,18.17,0.0861,0.1148,1.0,1.0,1.0,1.0,0.6665,1.0,0.6665,0.6665,0.6665,1.0,0.6665,0.6665,1.0,1.0,1.0,0.6665,0,0,<50,-50-0,1,1,1,1.3869999999999998,3.229,1.3869999999999998,1,0,0
1,0,0.0,1.0,134.74576000000002,53.9,0.0,0.0,1.0,207.0,M,50.0,,NO,R4. OCASIONAL,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,DEPORTES,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,134.8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,50-100,0-50,1,0,1,0.6934,4.91,0.6934,1,0,0
1,0,0.0,1.0,160.1695,57.2,0.0,0.0,1.0,255.0,M,61.0,,NO,R4. OCASIONAL,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,SIN TDA,0.0,DECOHOGAR,NO,NO,0.0,1.0,up_int,no_dev,<27,0.0,160.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,100-150,0-50,1,0,1,0.6934,5.082,0.6934,1,0,0
7,1,0.0,1.125,598.31354,278.8,0.875,0.125,0.0,29.56,F,64.0,PABLOMART,SI,R2. PREMIUM,5,1.625,0.0,0.375,0.875,0.0,1.125,0.375,0.875,0.25,0.0,0.0,0.125,0.75,0.0,0.0,0.125,0.0,0.5,1.5,9.0,PIURA I,73.5,ACCESORIOS,SI,NO,207.0,0.0,alto,muy bajo,189-216,0.0435,66.5,0.321,0.3613,0.875,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.75,1.0,0.75,0.75,0.875,0.75,1,0-1,450-550,200-250,0,1,1,2.197,4.33,2.197,0,0,0
