Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Android Ver
1114,1.0,2576,623,Paid,4.99,4764,0.6948572976470287,761
204,1.0,1,37,Free,0.0,4764,0.6070165634591055,311
1114,1.0,22,536,Free,0.0,4764,0.7123204812882639,481
1114,1.0,2420,298,Free,0.0,597,0.4963825515717415,1317
100,0.0,149,623,Free,0.0,234,0.429431498823915,846
170,1.0,220125,541,Free,0.0,4764,0.5209981498657218,761
1114,1.0,34514,356,Free,0.0,4764,0.40770962104847724,1317
212,1.0,2,448,Free,0.0,597,0.7693612998778928,1317
1114,1.0,50887,356,Free,0.0,4764,0.6815259677951022,481
508,0.0,202,298,Free,0.0,4764,0.6997437466387335,143
143,1.0,17671,841,Free,0.0,189,0.9779272952703638,225
1114,1.0,1143,623,Paid,2.99,189,0.6935078237949258,5
1114,1.0,131,282,Free,0.0,4764,0.7943796954242717,142
143,0.0,188,623,Free,0.0,4764,0.4095676023132997,761
1114,1.0,762706,541,Free,0.0,597,0.6599697158066266,761
119,1.0,21336,841,Free,0.0,4764,0.6753740160938676,137
233,1.0,607,298,Free,0.0,4764,0.7042377806690775,846
581,1.0,14198297,114,Free,0.0,4764,1.432752748679159,846
253,0.0,25,536,Paid,10.99,4764,0.8162602290158031,88
264,1.0,13,448,Free,0.0,4764,0.4036044223178506,846
233,1.0,30443,841,Free,0.0,4764,0.5631651034679049,88
162,1.0,477831,541,Free,0.0,4764,1.0740881395681559,761
133,1.0,2129689,12,Free,0.0,4764,0.5607331570860585,582
94,1.0,1008,661,Free,0.0,4764,0.3519773778534677,761
1114,1.0,15,536,Free,0.0,4764,0.5164874564514651,381
508,1.0,294,298,Free,0.0,4764,0.6277511922667973,143
233,1.0,574719,541,Free,0.0,4764,0.11880021709905625,1317
264,1.0,3972,661,Free,0.0,597,0.7992716991350715,761
1114,1.0,39,536,Free,0.0,4764,0.9690152675458739,1317
49,0.0,1919,308,Free,0.0,4764,0.664088579017056,1317
253,1.0,0,237,Free,0.0,4764,0.5985086739364276,481
46,1.0,1422858,116,Free,0.0,4764,0.09590306977170698,582
233,1.0,0,190,Free,0.0,4764,0.5541567295326046,846
73,1.0,211856,541,Free,0.0,4764,0.7541709129102744,582
508,1.0,191621,541,Free,0.0,4764,0.6120349484265264,761
1114,1.0,129542,841,Free,0.0,4764,0.8318829659978095,846
581,1.0,1,448,Paid,1.99,597,1.0404548870690602,142
233,1.0,182,298,Free,0.0,4764,0.538853322097308,225
195,1.0,330761,541,Free,0.0,4764,1.1732306367365284,582
170,1.0,20301,841,Free,0.0,4764,0.8454479146302528,143
508,1.0,76,298,Free,0.0,4764,0.6972584321183593,846
38,1.0,731,298,Free,0.0,4764,0.5541446745020777,761
1114,0.0,269,298,Free,0.0,597,0.3506984361719933,761
106,1.0,69,282,Free,0.0,4764,1.0194355995083813,311
1114,0.0,23682,841,Free,0.0,597,1.1130178749064386,761
1114,1.0,7,237,Paid,0.99,4764,0.9133805007054326,1317
210,0.0,30840,841,Free,0.0,597,0.8554931729239503,582
233,1.0,0,237,Paid,0.99,4764,1.0035996425982854,142
508,1.0,2059,661,Free,0.0,4764,1.0250784930449095,311
264,0.0,91,282,Free,0.0,4764,0.6867922038064079,846
53,1.0,23063,841,Free,0.0,4764,0.5319599368277325,1317
170,1.0,31139,841,Free,0.0,4764,0.7439557497313626,1317
581,1.0,1628,298,Free,0.0,4764,0.263732733183515,381
264,0.0,183,298,Free,0.0,4764,1.0231611417248152,846
49,1.0,2580,661,Free,0.0,4764,0.9670948419997639,381
212,0.0,730,661,Free,0.0,4764,0.7755371469292229,88
195,1.0,350154,541,Free,0.0,4764,0.8361053409132548,582
233,1.0,26358,308,Paid,1.99,4764,0.6767896259964903,17
264,1.0,0,124,Free,0.0,4764,0.745616518062051,311
162,0.0,2332,661,Free,0.0,4764,0.6653037145312108,311
1114,1.0,5,448,Free,0.0,4764,0.7874974028138059,381
37,0.0,4496,661,Free,0.0,4764,0.6988580183090848,381
1114,1.0,10159,841,Free,0.0,4764,0.7797354894597078,1317
1114,1.0,681,298,Free,0.0,4764,0.8169887646407672,381
1114,1.0,9,190,Free,0.0,4764,1.2788302491603127,481
133,0.0,852,661,Free,0.0,4764,0.6590457291238905,481
1114,0.0,418,661,Free,0.0,4764,0.7012095183681875,846
106,0.0,3656,841,Free,0.0,597,0.5781012496482619,1317
233,1.0,130,536,Paid,8.49,4764,0.7437276169927433,64
264,1.0,0,237,Free,0.0,4764,1.1632387685067673,1317
1114,0.0,15875,841,Free,0.0,597,1.0346646446341239,225
38,0.0,159,623,Free,0.0,4764,1.1889726549703172,481
508,0.0,301,298,Free,0.0,4764,-0.12635521038343048,761
119,0.0,2539,308,Free,0.0,4764,0.6955518871093769,1317
1114,1.0,8,124,Free,0.0,4764,0.6105048038908056,1317
581,1.0,804,623,Free,0.0,4764,0.4411504206317759,761
253,1.0,6,448,Free,0.0,4764,0.46546176364838443,311
508,1.0,1250,298,Free,0.0,4764,0.6564485088367881,846
94,1.0,9879473,114,Free,0.0,597,0.9232081709410962,1317
233,1.0,17415,841,Free,0.0,4764,0.8776031134877842,761
1114,1.0,141363,541,Free,0.0,4764,0.40707344880977675,381
119,1.0,29551,841,Free,0.0,4764,0.5535932640528946,846
42,1.0,174,623,Free,0.0,4764,0.7327720741896855,381
508,0.0,7,448,Paid,4.99,4764,1.3220416688073007,11
195,1.0,9642995,12,Free,0.0,4764,0.7117058257964661,582
74,1.0,38,282,Free,0.0,4764,0.7171703736472186,761
1114,1.0,41,536,Free,0.0,4764,1.2011653091586216,1317
73,1.0,206527,541,Free,0.0,189,0.6941421556514792,311
42,0.0,2758,308,Free,0.0,4764,0.29264922574235275,761
100,1.0,0,237,Free,0.0,234,0.34835316631665714,846
195,1.0,14873,841,Free,0.0,4764,0.5312075705792141,582
37,0.0,28447,841,Free,0.0,597,0.6248186339888033,582
581,0.0,263907,541,Free,0.0,189,1.0488510020686772,761
1114,0.0,16063,841,Free,0.0,597,0.97256986906464,381
212,0.0,168,298,Free,0.0,597,1.0879660981251484,381
508,1.0,2132,661,Free,0.0,4764,0.6408627516155904,88
94,1.0,53006,841,Free,0.0,4764,0.7591379061129956,481
204,1.0,137,623,Free,0.0,4764,0.9196265439123072,64
170,1.0,95201,356,Free,0.0,4764,0.9201276588056416,1317
119,1.0,87873,541,Free,0.0,597,1.139670898108504,582
195,0.0,7,190,Free,0.0,4764,0.9598586264302209,1317
508,0.0,11187,841,Free,0.0,4764,0.31565651519936005,761
581,0.0,466,623,Paid,0.99,4764,0.4845198706462013,1317
581,0.0,404,661,Free,0.0,4764,1.0146860762696523,761
1114,1.0,6973,661,Free,0.0,4764,0.5825781911419838,582
508,1.0,2158,661,Free,0.0,4764,1.1762427583627113,143
508,0.0,2055,661,Free,0.0,4764,0.7981474261118097,761
106,1.0,1,237,Free,0.0,4764,0.8493696396677759,761
264,1.0,0,237,Free,0.0,4764,0.7310261380611531,761
204,1.0,24729,841,Free,0.0,4764,1.0798195154698524,311
106,1.0,5618,308,Free,0.0,597,0.8233364955467967,1317
133,1.0,7153,841,Free,0.0,4764,1.2185196548681445,582
38,1.0,8800,841,Free,0.0,4764,0.42922812472211785,311
581,1.0,1986068,116,Free,0.0,597,0.8386554444515385,1317
1114,0.0,127229,541,Free,0.0,4764,0.2973411751952737,761
53,0.0,11656,841,Free,0.0,4764,0.1572997766840231,846
1114,0.0,31552,841,Free,0.0,597,0.9337271692450024,481
42,1.0,39123,841,Free,0.0,4764,0.8553087052089111,582
1114,1.0,200450,541,Free,0.0,4764,0.4703582970768109,1317
212,1.0,8,536,Free,0.0,4764,1.2234331842847683,846
508,1.0,0,124,Free,0.0,4764,0.6372762597151979,1317
253,0.0,102,623,Free,0.0,4764,0.9283059343186129,481
1114,0.0,159,282,Free,0.0,4764,0.4047746301874024,381
581,0.0,145,623,Free,0.0,4764,1.15515036487018,481
1114,1.0,2557,298,Paid,4.99,189,0.7132575148924618,846
210,1.0,1,42,Free,0.0,4764,0.863352203879575,1317
508,1.0,0,448,Free,0.0,4764,0.44443431112330584,846
1114,1.0,374,661,Free,0.0,4764,0.28611510213397723,846
32,1.0,967,661,Free,0.0,4764,0.9818874864964497,481
508,0.0,415,298,Free,0.0,4764,0.7930758378362408,381
133,1.0,9235155,12,Free,0.0,4764,0.6802289150183528,582
37,1.0,9952,308,Free,0.0,189,0.6617620436132708,1317
106,1.0,5916606,114,Free,0.0,597,0.820324751277512,582
73,1.0,656,623,Free,0.0,4764,0.6081331403039132,142
74,0.0,181,623,Free,0.0,4764,0.39613428074106344,1317
210,1.0,133825,541,Free,0.0,189,0.6074932269111399,481
253,1.0,0,124,Free,0.0,4764,0.6435665257819841,846
1114,1.0,18612,661,Paid,1.49,4764,1.2189687206797042,381
195,1.0,4,448,Free,0.0,4764,0.44022748690638824,1317
264,1.0,25,282,Free,0.0,4764,1.0979333222507024,846
134,1.0,83488,356,Free,0.0,4764,0.6395928168106954,582
233,1.0,93,536,Free,0.0,4764,0.971061744129184,143
212,1.0,294701,541,Free,0.0,597,1.3181421745146593,846
581,0.0,4490,661,Free,0.0,189,0.5348635920759499,1317
73,1.0,31085,308,Paid,3.99,4764,0.8708627710034479,481
508,0.0,43,282,Free,0.0,4764,0.3387358192944471,1317
264,1.0,10,448,Free,0.0,4764,0.6512412988101033,1317
210,1.0,1904,661,Free,0.0,4764,0.8586435881744917,381
133,0.0,16815,841,Free,0.0,4764,0.8183906122853437,311
1114,1.0,498,298,Free,0.0,4764,0.8182871876242942,846
204,1.0,2,448,Free,0.0,4764,1.0456803095066767,761
508,1.0,2,536,Free,0.0,4764,0.8627451083255231,481
219,0.0,592,661,Free,0.0,4764,0.7259688590524881,381
204,1.0,1,448,Free,0.0,4764,0.727746864536996,1317
581,1.0,98123,541,Free,0.0,597,0.8850683296529224,1317
581,0.0,41683,841,Free,0.0,4764,0.5518122718119877,381
210,0.0,2487,841,Free,0.0,4764,0.7261449382539585,846
508,1.0,40676,841,Free,0.0,4764,0.5976625774281341,1317
162,1.0,1075277,114,Free,0.0,234,0.7734341536615538,1317
143,1.0,386,298,Free,0.0,4764,0.6938645673106566,1317
170,1.0,10445,308,Free,0.0,4764,0.8493530735418264,481
253,0.0,343,298,Free,0.0,4764,0.4728456826747186,1317
219,0.0,22,623,Free,0.0,4764,0.761218213916915,137
38,1.0,1413,661,Free,0.0,234,0.7355098974295973,1317
195,1.0,125232,541,Free,0.0,4764,0.4197408745771514,88
508,1.0,24,282,Free,0.0,4764,0.6473456293936817,143
1114,0.0,46,623,Paid,2.99,4764,0.49098834296803173,381
1114,1.0,435,298,Free,0.0,4764,0.5269016919748714,1317
1114,1.0,55,536,Free,0.0,4764,0.9104899684781326,481
581,1.0,194969,541,Free,0.0,189,0.9660038207143322,1317
233,1.0,3031,308,Free,0.0,4764,0.6597075830538686,582
212,1.0,3,448,Free,0.0,4764,0.7543263280863184,164
204,1.0,0,237,Free,0.0,4764,0.8340239014744729,1317
219,1.0,0,237,Free,0.0,4764,0.42396746958041326,1317
162,1.0,1320,298,Free,0.0,4764,0.2604445407818904,1317
46,1.0,178934,541,Free,0.0,4764,1.0218549031500601,582
133,0.0,421,661,Free,0.0,4764,0.4955992974826435,1317
581,1.0,4920817,114,Free,0.0,189,1.1441782697363903,582
1114,1.0,3053,298,Free,0.0,4764,1.2065112793053736,225
212,1.0,2,448,Free,0.0,597,0.6103851126848012,164
1114,0.0,1123,661,Free,0.0,4764,0.6552574110032179,381
581,1.0,32551,308,Free,0.0,234,0.7948203316335277,481
134,1.0,5637451,114,Free,0.0,597,0.9806115730020419,1317
1114,1.0,48754,661,Paid,0.99,4764,1.0413272860141942,381
581,1.0,348962,841,Paid,6.99,234,0.4298329408864163,137
67,1.0,0,237,Free,0.0,597,0.7122286756296381,582
53,1.0,7813,308,Free,0.0,597,0.5646209251019986,582
170,1.0,1203,308,Free,0.0,4764,0.4581669593611022,164
581,1.0,364,298,Free,0.0,189,0.3952267308999439,846
219,1.0,179139,356,Free,0.0,4764,0.6628637101456667,846
1114,1.0,9149,841,Free,0.0,4764,0.5807224704432441,164
1114,0.0,4,536,Free,0.0,4764,0.8330106361430532,1317
94,0.0,13205,841,Free,0.0,597,0.44810637526109265,137
143,1.0,63020,356,Free,0.0,189,0.6153659105474577,582
143,0.0,160,298,Free,0.0,189,0.554229269149977,481
253,1.0,1361,298,Paid,2.99,4764,0.22096570220105155,846
204,0.0,253,623,Free,0.0,4764,0.5709922907955801,846
1114,1.0,6078,308,Free,0.0,4764,0.7243726807545614,1317
53,1.0,182103,541,Free,0.0,4764,0.8253213189749424,582
1114,1.0,3484,841,Free,0.0,4764,0.7677534626001771,761
1114,1.0,5227,308,Free,0.0,4764,0.34289752526102935,846
100,1.0,182986,356,Free,0.0,234,0.7770797628868921,1317
264,1.0,46505,841,Free,0.0,4764,1.1203481714797254,1317
210,1.0,21733,841,Free,0.0,234,0.8351565544874681,582
67,1.0,11707,661,Free,0.0,4764,0.5519602568570247,582
253,0.0,78,298,Free,0.0,4764,0.7404258667945167,481
133,0.0,2719,661,Free,0.0,597,0.8534974289034309,225
67,1.0,155944,356,Free,0.0,4764,0.7341480958456585,311
53,0.0,9941,841,Free,0.0,597,0.6228515529625411,582
581,1.0,309176,356,Free,0.0,189,1.082959980402298,481
162,1.0,1517369,114,Free,0.0,4764,1.032933415589957,582
508,1.0,55,536,Free,0.0,4764,0.8837769748576512,1317
233,1.0,2,124,Free,0.0,4764,0.5275732492558849,846
508,0.0,23348,356,Free,0.0,4764,0.32519691462718514,846
264,1.0,159872,541,Free,0.0,4764,0.39046511338794815,582
204,1.0,64959,841,Free,0.0,4764,1.1165636921568098,1317
1114,0.0,10447,841,Free,0.0,4764,0.48025917787266204,381
264,1.0,25,282,Free,0.0,4764,1.0941496268367263,481
204,1.0,90,282,Free,0.0,4764,0.5410957345980406,311
233,1.0,37277,841,Free,0.0,4764,0.9206047951731573,846
508,0.0,382,661,Free,0.0,4764,0.6266747835447593,846
508,1.0,14,190,Paid,0.99,4764,0.7909105318437571,846
204,1.0,4,124,Free,0.0,4764,0.5651626807257355,481
233,0.0,5,448,Paid,2.99,4764,0.8993269880529124,18
233,0.0,2046,661,Free,0.0,4764,0.6995054289094781,481
581,1.0,559,661,Free,0.0,189,0.22068670521022343,761
264,0.0,104,623,Free,0.0,4764,0.45492067172998496,142
581,0.0,454,623,Free,0.0,597,0.6409740360388902,381
233,1.0,287250,116,Free,0.0,4764,1.123125898660351,582
204,1.0,460,623,Free,0.0,4764,0.6290875387063963,311
581,1.0,1092106,116,Free,0.0,4764,1.0099507310806306,481
52,0.0,9,448,Free,0.0,4764,0.479118227484871,311
264,1.0,0,237,Free,0.0,4764,0.41574548085787677,846
170,1.0,6,448,Free,0.0,597,0.7117411387148981,311
253,1.0,84,623,Free,0.0,4764,1.0039395481529791,1317
253,1.0,578,623,Paid,0.99,4764,0.3155006049549837,142
1114,1.0,97,536,Paid,2.99,4764,1.0440648077044172,761
52,0.0,4806,841,Free,0.0,4764,0.3549316623273779,846
210,1.0,342909,541,Free,0.0,4764,0.9378120889066583,481
1114,1.0,15,536,Free,0.0,597,0.9735041075655133,381
210,1.0,200,536,Paid,2.49,4764,1.1194940417439792,311
212,1.0,1419,298,Free,0.0,4764,0.215565134865026,761
212,1.0,29485,841,Free,0.0,4764,0.6869382784564607,761
134,1.0,568,661,Free,0.0,234,1.2078101772172,1317
1114,1.0,1160,661,Free,0.0,4764,0.6073683760756553,142
143,0.0,677,623,Free,0.0,4764,0.7980551415037354,761
508,0.0,99,623,Free,0.0,4764,0.7213223308645041,761
170,0.0,3,448,Free,0.0,189,0.8389462193787713,846
212,1.0,202474,541,Free,0.0,597,0.7335636920396648,761
73,1.0,181893,541,Free,0.0,189,1.0217833564376262,1317
508,1.0,725,661,Free,0.0,4764,0.6825185220471279,143
143,1.0,67,536,Free,0.0,4764,0.9102356675368846,1317
508,0.0,478,661,Free,0.0,4764,0.3685453935808489,381
508,0.0,66,623,Free,0.0,4764,1.063435042803168,582
1114,1.0,2312084,114,Free,0.0,597,0.8099833249726396,143
212,1.0,0,237,Free,0.0,597,0.40780658810739023,1317
264,1.0,4,448,Free,0.0,4764,1.1727685172799904,1317
1114,1.0,6750,661,Free,0.0,4764,0.8722501892351379,143
1114,1.0,11,448,Free,0.0,4764,0.695774481070375,1317
581,0.0,795,661,Free,0.0,597,0.9330671840869365,381
1114,1.0,3328,661,Paid,3.99,4764,0.5774879393234493,582
143,1.0,23158,841,Free,0.0,189,0.6610064917662426,582
210,1.0,25172,308,Free,0.0,4764,0.7329720423724907,1317
133,1.0,556,298,Free,0.0,4764,0.4158246599393234,761
1114,0.0,19,536,Free,0.0,4764,0.37773514432335864,142
233,0.0,12,536,Free,0.0,4764,0.6998311923290647,164
204,1.0,1,448,Free,0.0,4764,0.48938865384132374,1317
134,1.0,226,623,Free,0.0,189,0.7983083829217014,142
508,0.0,75,623,Free,0.0,4764,0.2919732260231908,142
1114,0.0,21,536,Free,0.0,4764,0.9305408926334089,846
1114,0.0,1542,298,Free,0.0,4764,0.47289071865773036,137
581,0.0,51366,356,Free,0.0,4764,1.0424684526242916,381
212,1.0,0,282,Free,0.0,4764,0.7054887654998987,582
170,0.0,87,623,Free,0.0,4764,0.26741296783521334,846
581,1.0,1343866,541,Free,0.0,597,0.7800122720550166,761
